customer_id,transaction_id,transaction_date,product_type,transaction_amount,transaction_type,channel,risk_score,customer_segment
CUST_0869,TRANS_01307,2024-09-05 06:54:59.330199,Mortgage,1637.97,Approval,Mobile App,0.98,Loyal
CUST_0316,TRANS_01308,2023-12-05 06:54:59.330202,Mortgage,1520.82,Approval,Mobile App,0.4,Loyal
CUST_0175,TRANS_01309,2024-06-25 06:54:59.330205,Mortgage,3003.43,Inquiry,Mobile App,0.7,New Customer
CUST_0031,TRANS_01310,2024-03-13 06:54:59.330207,Mortgage,4782.08,Application,Online,0.55,Loyal
CUST_0430,TRANS_01311,2024-01-04 06:54:59.330210,Credit Card,1238.4,Approval,Customer Support,0.71,Loyal
CUST_0807,TRANS_01312,2024-07-03 06:54:59.330213,Personal Loan,3681.82,Inquiry,Mobile App,0.68,Returning
CUST_0826,TRANS_01313,2023-12-30 06:54:59.330215,Mortgage,1650.62,Inquiry,Mobile App,0.43,New Customer
CUST_0630,TRANS_01314,2024-04-03 06:54:59.330219,Mortgage,2793.32,Inquiry,Online,0.71,Returning
CUST_0382,TRANS_01315,2024-01-27 06:54:59.330221,Personal Loan,34.65,Application,Online,0.48,New Customer
CUST_0632,TRANS_01316,2024-05-04 06:54:59.330224,Personal Loan,3516.94,Follow-Up,Online,0.39,New Customer
CUST_0470,TRANS_01317,2024-04-14 06:54:59.330227,Personal Loan,3970.73,Application,Online,0.27,New Customer
CUST_0183,TRANS_01318,2024-01-19 06:54:59.330230,Credit Card,3865.19,Approval,Mobile App,0.38,Loyal
CUST_0593,TRANS_01319,2023-12-05 06:54:59.330232,Credit Card,2507.38,Follow-Up,Customer Support,0.31,Returning
CUST_0927,TRANS_01320,2024-01-29 06:54:59.330235,Credit Card,804.12,Follow-Up,Online,0.04,New Customer
CUST_0417,TRANS_01321,2024-06-18 06:54:59.330238,Credit Card,3874.54,Application,Mobile App,0.41,New Customer
CUST_0304,TRANS_01322,2024-10-16 06:54:59.330241,Personal Loan,1818.68,Follow-Up,Online,0.08,Returning
CUST_0200,TRANS_01323,2024-09-05 06:54:59.330244,Credit Card,4385.16,Inquiry,Online,0.04,Loyal
CUST_0835,TRANS_01324,2024-05-22 06:54:59.330247,Personal Loan,2361.59,Approval,Mobile App,0.06,Loyal
CUST_0575,TRANS_01325,2024-09-03 06:54:59.330250,Mortgage,4488.19,Inquiry,Customer Support,0.29,New Customer
CUST_0677,TRANS_01326,2024-02-16 06:54:59.330252,Personal Loan,340.07,Inquiry,Online,0.14,New Customer
CUST_0275,TRANS_01327,2023-11-27 06:54:59.330255,Mortgage,2868.96,Approval,Online,0.59,Returning
CUST_0353,TRANS_01328,2024-08-09 06:54:59.330258,Mortgage,2936.31,Follow-Up,Customer Support,0.5,New Customer
CUST_0654,TRANS_01329,2024-10-08 06:54:59.330261,Personal Loan,1987.67,Inquiry,Online,0.85,Loyal
CUST_0622,TRANS_01330,2024-09-28 06:54:59.330263,Mortgage,1716.31,Approval,Mobile App,0.48,New Customer
CUST_0321,TRANS_01331,2024-07-09 06:54:59.330266,Mortgage,1899.42,Follow-Up,Online,0.83,Returning
CUST_0385,TRANS_01332,2024-07-12 06:54:59.330269,Personal Loan,1297.99,Application,Mobile App,0.26,Returning
CUST_0616,TRANS_01333,2024-02-03 06:54:59.330271,Credit Card,4290.14,Inquiry,Online,0.74,New Customer
CUST_0616,TRANS_01334,2023-11-17 06:54:59.330274,Credit Card,62.15,Inquiry,Online,0.94,Loyal
CUST_0719,TRANS_01335,2024-02-01 06:54:59.330277,Mortgage,4234.97,Approval,Mobile App,0.41,Loyal
CUST_0802,TRANS_01336,2024-02-03 06:54:59.330280,Personal Loan,4231.06,Application,Mobile App,0.2,Returning
CUST_0879,TRANS_01337,2024-03-11 06:54:59.330283,Credit Card,2332.4,Inquiry,Online,0.17,Loyal
CUST_0736,TRANS_01338,2024-03-02 06:54:59.330286,Mortgage,4413.55,Follow-Up,Online,0.99,New Customer
CUST_0917,TRANS_01339,2024-02-20 06:54:59.330288,Credit Card,4008.76,Follow-Up,Mobile App,0.92,Loyal
CUST_0596,TRANS_01340,2024-09-16 06:54:59.330291,Mortgage,1648.89,Approval,Mobile App,0.11,Returning
CUST_0430,TRANS_01341,2024-05-09 06:54:59.330293,Credit Card,3208.12,Inquiry,Online,0.26,Returning
CUST_0737,TRANS_01342,2024-09-17 06:54:59.330296,Credit Card,2768.0,Application,Online,0.13,New Customer
CUST_0796,TRANS_01343,2024-05-21 06:54:59.330299,Personal Loan,1335.26,Approval,Customer Support,0.17,New Customer
CUST_0823,TRANS_01344,2024-07-27 06:54:59.330301,Credit Card,2712.84,Approval,Customer Support,0.52,New Customer
CUST_0116,TRANS_01345,2024-03-21 06:54:59.330304,Mortgage,1956.94,Inquiry,Mobile App,0.35,Returning
CUST_0387,TRANS_01346,2024-09-21 06:54:59.330307,Personal Loan,2774.08,Follow-Up,Mobile App,0.94,New Customer
CUST_0958,TRANS_01347,2024-09-21 06:54:59.330309,Personal Loan,2468.86,Follow-Up,Customer Support,0.45,New Customer
CUST_0211,TRANS_01348,2024-09-06 06:54:59.330312,Credit Card,497.48,Follow-Up,Customer Support,0.43,Returning
CUST_0037,TRANS_01349,2023-12-18 06:54:59.330315,Personal Loan,696.02,Inquiry,Online,0.83,Loyal
CUST_0708,TRANS_01350,2024-03-06 06:54:59.330318,Credit Card,4210.23,Application,Customer Support,0.42,Loyal
CUST_0820,TRANS_01351,2023-11-30 06:54:59.330321,Mortgage,867.07,Approval,Mobile App,0.11,Returning
CUST_0214,TRANS_01352,2024-08-24 06:54:59.330324,Personal Loan,1741.17,Approval,Online,0.24,Returning
CUST_0503,TRANS_01353,2024-03-11 06:54:59.330328,Mortgage,4754.35,Approval,Customer Support,0.45,New Customer
CUST_0674,TRANS_01354,2024-06-08 06:54:59.330331,Credit Card,1777.03,Approval,Customer Support,0.65,New Customer
CUST_0918,TRANS_01355,2024-09-22 06:54:59.330334,Mortgage,4096.05,Inquiry,Online,0.48,Loyal
CUST_0755,TRANS_01356,2024-03-20 06:54:59.330337,Credit Card,2580.29,Application,Mobile App,0.36,Returning
CUST_0796,TRANS_01357,2024-08-31 06:54:59.330339,Credit Card,2886.13,Follow-Up,Customer Support,0.2,New Customer
CUST_0346,TRANS_01358,2024-01-02 06:54:59.330342,Credit Card,1325.31,Approval,Mobile App,0.14,New Customer
CUST_0520,TRANS_01359,2024-02-20 06:54:59.330345,Mortgage,3978.2,Follow-Up,Customer Support,0.57,Returning
CUST_0234,TRANS_01360,2024-06-26 06:54:59.330347,Personal Loan,3835.68,Follow-Up,Online,0.35,New Customer
CUST_0571,TRANS_01361,2024-02-19 06:54:59.330350,Personal Loan,2538.8,Inquiry,Mobile App,0.37,Returning
CUST_0767,TRANS_01362,2024-08-31 06:54:59.330353,Mortgage,893.41,Follow-Up,Mobile App,0.86,Loyal
CUST_0256,TRANS_01363,2023-11-20 06:54:59.330356,Personal Loan,3351.38,Inquiry,Online,0.1,New Customer
CUST_0999,TRANS_01364,2024-01-09 06:54:59.330359,Credit Card,4282.48,Inquiry,Customer Support,0.27,Loyal
CUST_0503,TRANS_01365,2024-08-01 06:54:59.330361,Credit Card,3273.67,Follow-Up,Customer Support,0.17,New Customer
CUST_0772,TRANS_01366,2024-09-30 06:54:59.330364,Mortgage,1403.97,Inquiry,Mobile App,0.71,New Customer
CUST_0731,TRANS_01367,2024-10-16 06:54:59.330367,Credit Card,3631.9,Follow-Up,Online,0.78,New Customer
CUST_0893,TRANS_01368,2023-12-22 06:54:59.330370,Credit Card,4960.16,Follow-Up,Customer Support,0.8,New Customer
CUST_0760,TRANS_01369,2024-10-18 06:54:59.330373,Credit Card,3989.23,Follow-Up,Mobile App,0.96,Loyal
CUST_0489,TRANS_01370,2024-06-01 06:54:59.330375,Credit Card,365.51,Follow-Up,Online,0.65,New Customer
CUST_0982,TRANS_01371,2024-06-17 06:54:59.330378,Credit Card,3937.13,Application,Online,0.32,Returning
CUST_0256,TRANS_01372,2024-03-05 06:54:59.330380,Credit Card,1853.09,Application,Customer Support,0.26,Loyal
CUST_0781,TRANS_01373,2024-07-09 06:54:59.330383,Credit Card,2918.61,Application,Online,0.52,New Customer
CUST_0113,TRANS_01374,2024-03-19 06:54:59.330388,Personal Loan,4290.58,Application,Customer Support,0.66,New Customer
CUST_0137,TRANS_01375,2024-02-15 06:54:59.330391,Personal Loan,3446.25,Inquiry,Online,0.17,Returning
CUST_0154,TRANS_01376,2023-12-24 06:54:59.330399,Personal Loan,3773.66,Approval,Online,0.3,New Customer
CUST_0752,TRANS_01377,2024-07-26 06:54:59.330403,Personal Loan,3563.69,Follow-Up,Customer Support,0.28,New Customer
CUST_0278,TRANS_01378,2024-05-04 06:54:59.330405,Mortgage,1412.82,Follow-Up,Online,0.15,New Customer
CUST_0792,TRANS_01379,2024-04-26 06:54:59.330408,Mortgage,2072.39,Approval,Mobile App,0.58,New Customer
CUST_0801,TRANS_01380,2024-07-20 06:54:59.330410,Personal Loan,1941.67,Follow-Up,Customer Support,0.59,Loyal
CUST_0325,TRANS_01381,2024-04-02 06:54:59.330413,Mortgage,511.97,Application,Mobile App,0.78,New Customer
CUST_0132,TRANS_01382,2024-02-17 06:54:59.330416,Credit Card,2411.03,Application,Online,0.03,Returning
CUST_0798,TRANS_01383,2024-01-04 06:54:59.330419,Personal Loan,970.46,Application,Customer Support,0.95,Loyal
CUST_0839,TRANS_01384,2024-08-28 06:54:59.330422,Mortgage,3643.15,Application,Mobile App,0.32,New Customer
CUST_0043,TRANS_01385,2024-09-30 06:54:59.330424,Personal Loan,4970.3,Inquiry,Customer Support,0.87,Loyal
CUST_1000,TRANS_01386,2024-01-12 06:54:59.330427,Credit Card,4506.98,Approval,Online,0.79,Loyal
CUST_0584,TRANS_01387,2024-07-11 06:54:59.330430,Credit Card,741.02,Follow-Up,Customer Support,0.81,New Customer
CUST_0700,TRANS_01388,2023-12-16 06:54:59.330432,Mortgage,1499.37,Approval,Mobile App,0.7,Returning
CUST_0590,TRANS_01389,2024-04-03 06:54:59.330435,Personal Loan,2028.25,Approval,Mobile App,0.49,Loyal
CUST_0728,TRANS_01390,2024-06-04 06:54:59.330438,Credit Card,2258.09,Inquiry,Mobile App,0.15,Returning
CUST_0514,TRANS_01391,2024-07-24 06:54:59.330440,Mortgage,1573.52,Application,Online,0.78,Loyal
CUST_0385,TRANS_01392,2024-06-10 06:54:59.330443,Credit Card,4739.85,Approval,Mobile App,0.43,Loyal
CUST_0170,TRANS_01393,2024-08-23 06:54:59.330446,Credit Card,1342.88,Follow-Up,Online,0.65,New Customer
CUST_0385,TRANS_01394,2024-08-18 06:54:59.330448,Personal Loan,2663.66,Application,Mobile App,0.86,Returning
CUST_0476,TRANS_01395,2024-06-19 06:54:59.330451,Personal Loan,3952.98,Inquiry,Customer Support,0.69,Returning
CUST_0893,TRANS_01396,2024-05-07 06:54:59.330454,Mortgage,4479.91,Approval,Online,0.12,New Customer
CUST_0869,TRANS_01397,2024-09-13 06:54:59.330456,Credit Card,3566.35,Application,Online,0.17,Loyal
CUST_0042,TRANS_01398,2024-08-25 06:54:59.330459,Mortgage,4382.32,Inquiry,Online,0.14,New Customer
CUST_0264,TRANS_01399,2024-05-02 06:54:59.330462,Credit Card,3400.6,Inquiry,Mobile App,0.65,Returning
CUST_0480,TRANS_01400,2023-11-24 06:54:59.330465,Mortgage,2606.2,Inquiry,Customer Support,0.24,Loyal
CUST_0378,TRANS_01401,2023-11-18 06:54:59.330467,Personal Loan,2897.06,Follow-Up,Mobile App,0.55,Returning
CUST_0646,TRANS_01402,2024-01-30 06:54:59.330470,Credit Card,3709.25,Approval,Mobile App,0.72,Loyal
CUST_0314,TRANS_01403,2024-04-05 06:54:59.330473,Mortgage,3030.75,Approval,Customer Support,0.44,New Customer
CUST_0872,TRANS_01404,2024-09-10 06:54:59.330476,Mortgage,4891.4,Application,Mobile App,0.61,Returning
CUST_0400,TRANS_01405,2024-07-24 06:54:59.330478,Personal Loan,3889.53,Approval,Customer Support,0.39,Returning
CUST_0944,TRANS_01406,2024-05-05 06:54:59.330501,Mortgage,2397.68,Inquiry,Online,0.17,New Customer
CUST_0627,TRANS_01407,2024-04-27 06:54:59.330505,Mortgage,4454.65,Follow-Up,Mobile App,0.36,New Customer
CUST_0443,TRANS_01408,2024-08-03 06:54:59.330507,Mortgage,602.6,Application,Mobile App,0.82,New Customer
CUST_0535,TRANS_01409,2024-08-03 06:54:59.330510,Personal Loan,905.59,Follow-Up,Mobile App,0.69,Returning
CUST_0067,TRANS_01410,2024-04-16 06:54:59.330513,Credit Card,1695.3,Application,Online,0.53,Loyal
CUST_0981,TRANS_01411,2024-06-28 06:54:59.330515,Personal Loan,94.0,Approval,Mobile App,0.9,Loyal
CUST_0430,TRANS_01412,2023-12-25 06:54:59.330518,Personal Loan,3549.23,Approval,Mobile App,0.98,Loyal
CUST_0481,TRANS_01413,2024-08-22 06:54:59.330522,Mortgage,4339.0,Inquiry,Online,0.11,Returning
CUST_0762,TRANS_01414,2024-10-15 06:54:59.330525,Credit Card,825.49,Approval,Customer Support,0.29,Returning
CUST_0312,TRANS_01415,2024-05-06 06:54:59.330527,Personal Loan,732.41,Follow-Up,Mobile App,0.92,Loyal
CUST_0255,TRANS_01416,2023-11-27 06:54:59.330530,Personal Loan,1391.57,Inquiry,Online,0.07,Loyal
CUST_0019,TRANS_01417,2024-10-25 06:54:59.330533,Mortgage,3346.57,Approval,Mobile App,0.53,Loyal
CUST_0427,TRANS_01418,2024-06-26 06:54:59.330536,Mortgage,3668.66,Application,Online,0.58,New Customer
CUST_0301,TRANS_01419,2024-03-10 06:54:59.330538,Mortgage,995.98,Approval,Customer Support,0.31,Returning
CUST_0624,TRANS_01420,2024-05-26 06:54:59.330541,Mortgage,598.24,Application,Online,0.67,Loyal
CUST_0853,TRANS_01421,2024-01-05 06:54:59.330544,Mortgage,2457.9,Inquiry,Online,0.48,Returning
CUST_0459,TRANS_01422,2024-08-11 06:54:59.330547,Mortgage,1943.94,Approval,Online,0.71,New Customer
CUST_0932,TRANS_01423,2023-12-28 06:54:59.330550,Mortgage,771.81,Application,Customer Support,0.97,New Customer
CUST_0587,TRANS_01424,2024-07-21 06:54:59.330553,Personal Loan,3103.41,Application,Mobile App,0.96,New Customer
CUST_0607,TRANS_01425,2023-11-30 06:54:59.330555,Credit Card,3550.74,Approval,Mobile App,0.99,New Customer
CUST_0495,TRANS_01426,2024-10-03 06:54:59.330558,Mortgage,3691.42,Approval,Online,0.18,Loyal
CUST_0396,TRANS_01427,2023-11-14 06:54:59.330560,Mortgage,2082.91,Application,Online,0.6,Loyal
CUST_0704,TRANS_01428,2024-10-06 06:54:59.330563,Mortgage,210.22,Application,Mobile App,0.91,Loyal
CUST_0340,TRANS_01429,2024-08-02 06:54:59.330566,Personal Loan,1926.77,Approval,Customer Support,0.78,Returning
CUST_0745,TRANS_01430,2024-10-25 06:54:59.330568,Credit Card,2824.58,Inquiry,Online,0.98,Loyal
CUST_0359,TRANS_01431,2024-02-25 06:54:59.330571,Credit Card,4183.13,Follow-Up,Online,0.11,New Customer
CUST_0620,TRANS_01432,2024-01-06 06:54:59.330574,Mortgage,1008.07,Inquiry,Online,0.67,New Customer
CUST_0829,TRANS_01433,2024-05-08 06:54:59.330577,Credit Card,3812.07,Approval,Customer Support,0.62,New Customer
CUST_0131,TRANS_01434,2024-04-19 06:54:59.330579,Mortgage,2761.84,Follow-Up,Customer Support,0.33,Loyal
CUST_0354,TRANS_01435,2024-03-04 06:54:59.330583,Mortgage,1695.1,Application,Customer Support,0.61,Returning
CUST_0316,TRANS_01436,2024-10-04 06:54:59.330585,Mortgage,4689.79,Follow-Up,Online,0.74,New Customer
CUST_0591,TRANS_01437,2024-09-22 06:54:59.330588,Credit Card,4578.11,Follow-Up,Mobile App,0.86,New Customer
CUST_0472,TRANS_01438,2024-09-14 06:54:59.330591,Mortgage,4530.3,Follow-Up,Customer Support,0.61,Loyal
CUST_0147,TRANS_01439,2023-11-13 06:54:59.330594,Personal Loan,4065.92,Inquiry,Customer Support,0.06,Loyal
CUST_0531,TRANS_01440,2024-07-09 06:54:59.330596,Mortgage,3819.21,Application,Customer Support,0.99,New Customer
CUST_0902,TRANS_01441,2024-09-18 06:54:59.330599,Personal Loan,2795.46,Application,Online,0.07,Loyal
CUST_0210,TRANS_01442,2024-07-08 06:54:59.330601,Credit Card,3025.67,Approval,Online,0.87,New Customer
CUST_0315,TRANS_01443,2024-04-12 06:54:59.330604,Mortgage,1484.04,Inquiry,Online,0.08,Returning
CUST_0088,TRANS_01444,2024-07-20 06:54:59.330607,Personal Loan,2799.83,Inquiry,Customer Support,0.17,Returning
CUST_0469,TRANS_01445,2024-08-01 06:54:59.330609,Mortgage,4770.35,Follow-Up,Customer Support,0.47,New Customer
CUST_0144,TRANS_01446,2024-03-15 06:54:59.330612,Mortgage,3571.13,Application,Online,0.49,Loyal
CUST_0258,TRANS_01447,2024-08-01 06:54:59.330615,Personal Loan,737.33,Approval,Online,0.91,Returning
CUST_0120,TRANS_01448,2024-11-02 06:54:59.330618,Mortgage,3193.05,Inquiry,Online,0.48,Loyal
CUST_0169,TRANS_01449,2024-07-12 06:54:59.330620,Personal Loan,4763.86,Inquiry,Mobile App,0.09,New Customer
CUST_0369,TRANS_01450,2023-12-11 06:54:59.330623,Personal Loan,1434.1,Application,Mobile App,0.78,Returning
CUST_0962,TRANS_01451,2024-08-06 06:54:59.330626,Mortgage,3158.54,Inquiry,Customer Support,0.25,New Customer
CUST_0526,TRANS_01452,2024-10-31 06:54:59.330628,Personal Loan,579.31,Approval,Online,0.45,Loyal
CUST_0721,TRANS_01453,2024-04-25 06:54:59.330631,Mortgage,2720.91,Inquiry,Online,0.68,Loyal
CUST_0489,TRANS_01454,2024-08-15 06:54:59.330634,Personal Loan,1217.06,Approval,Mobile App,0.27,Returning
CUST_0950,TRANS_01455,2024-10-10 06:54:59.330637,Credit Card,3978.4,Approval,Mobile App,0.46,Returning
CUST_0593,TRANS_01456,2024-01-25 06:54:59.330639,Personal Loan,3021.24,Application,Customer Support,0.04,Returning
CUST_0042,TRANS_01457,2024-05-09 06:54:59.330642,Credit Card,2890.88,Inquiry,Mobile App,0.74,New Customer
CUST_0566,TRANS_01458,2024-03-31 06:54:59.330645,Credit Card,4605.59,Approval,Online,0.86,Loyal
CUST_0948,TRANS_01459,2024-10-02 06:54:59.330647,Mortgage,4195.42,Inquiry,Customer Support,0.7,Returning
CUST_0615,TRANS_01460,2024-05-05 06:54:59.330650,Personal Loan,4915.68,Approval,Customer Support,0.0,New Customer
CUST_0189,TRANS_01461,2024-04-03 06:54:59.330656,Credit Card,2798.88,Approval,Mobile App,0.97,New Customer
CUST_0988,TRANS_01462,2023-12-01 06:54:59.330659,Mortgage,3194.42,Approval,Online,0.07,New Customer
CUST_0693,TRANS_01463,2024-10-30 06:54:59.330662,Mortgage,2078.98,Approval,Mobile App,0.31,Loyal
CUST_0734,TRANS_01464,2024-04-11 06:54:59.330665,Personal Loan,2094.16,Application,Customer Support,0.93,Returning
CUST_0430,TRANS_01465,2024-04-12 06:54:59.330668,Credit Card,1485.6,Inquiry,Mobile App,0.28,Returning
CUST_0649,TRANS_01466,2024-05-11 06:54:59.330670,Mortgage,4730.46,Approval,Mobile App,0.18,Loyal
CUST_0206,TRANS_01467,2024-05-25 06:54:59.330673,Credit Card,1400.05,Application,Customer Support,0.09,Returning
CUST_0275,TRANS_01468,2024-05-19 06:54:59.330675,Personal Loan,3633.49,Approval,Customer Support,0.52,New Customer
CUST_0010,TRANS_01469,2024-04-03 06:54:59.330678,Personal Loan,2690.65,Follow-Up,Mobile App,0.94,New Customer
CUST_0918,TRANS_01470,2024-04-30 06:54:59.330681,Mortgage,319.8,Follow-Up,Online,0.39,Returning
CUST_0647,TRANS_01471,2024-05-07 06:54:59.330684,Credit Card,50.43,Inquiry,Customer Support,0.04,Loyal
CUST_0606,TRANS_01472,2024-03-31 06:54:59.330686,Credit Card,1592.22,Approval,Mobile App,0.51,Loyal
CUST_0359,TRANS_01473,2023-11-17 06:54:59.330689,Credit Card,1835.99,Inquiry,Mobile App,0.23,Returning
CUST_0002,TRANS_01474,2024-05-16 06:54:59.330692,Personal Loan,3943.76,Inquiry,Online,0.04,Loyal
CUST_0677,TRANS_01475,2024-09-04 06:54:59.330694,Credit Card,119.9,Application,Online,0.87,Loyal
CUST_0655,TRANS_01476,2023-11-28 06:54:59.330697,Credit Card,1597.77,Follow-Up,Mobile App,0.87,Loyal
CUST_0327,TRANS_01477,2024-02-21 06:54:59.330700,Mortgage,607.27,Approval,Online,0.98,Loyal
CUST_0881,TRANS_01478,2024-01-25 06:54:59.330702,Personal Loan,2581.89,Follow-Up,Online,0.05,Loyal
CUST_0337,TRANS_01479,2024-02-03 06:54:59.330705,Credit Card,3758.42,Inquiry,Mobile App,0.8,Loyal
CUST_0102,TRANS_01480,2024-09-05 06:54:59.330708,Credit Card,590.66,Approval,Online,0.07,New Customer
CUST_0659,TRANS_01481,2023-12-27 06:54:59.330710,Personal Loan,880.92,Follow-Up,Customer Support,0.11,Loyal
CUST_0197,TRANS_01482,2024-02-03 06:54:59.330713,Mortgage,805.21,Inquiry,Mobile App,0.76,Returning
CUST_0093,TRANS_01483,2024-04-05 06:54:59.330716,Mortgage,797.25,Application,Online,0.06,New Customer
CUST_0557,TRANS_01484,2023-12-17 06:54:59.330719,Credit Card,4337.67,Approval,Customer Support,0.11,Loyal
CUST_0392,TRANS_01485,2024-09-25 06:54:59.330722,Mortgage,445.81,Application,Online,0.51,New Customer
CUST_0043,TRANS_01486,2024-07-08 06:54:59.330725,Credit Card,2010.0,Application,Customer Support,0.69,New Customer
CUST_0962,TRANS_01487,2024-09-04 06:54:59.330728,Personal Loan,3486.49,Follow-Up,Mobile App,0.63,New Customer
CUST_0397,TRANS_01488,2024-06-03 06:54:59.330730,Credit Card,864.75,Approval,Mobile App,0.43,New Customer
CUST_0730,TRANS_01489,2024-09-28 06:54:59.330733,Mortgage,2558.24,Approval,Mobile App,0.82,Returning
CUST_0592,TRANS_01490,2024-06-30 06:54:59.330735,Mortgage,3262.43,Inquiry,Online,0.58,Returning
CUST_0295,TRANS_01491,2024-06-18 06:54:59.330738,Personal Loan,1955.7,Follow-Up,Online,0.85,Loyal
CUST_0252,TRANS_01492,2024-08-01 06:54:59.330741,Personal Loan,3546.48,Application,Mobile App,0.76,New Customer
CUST_0130,TRANS_01493,2024-03-19 06:54:59.330743,Personal Loan,4748.79,Follow-Up,Online,0.8,Returning
CUST_0872,TRANS_01494,2024-01-15 06:54:59.330746,Personal Loan,1458.51,Application,Online,0.21,Returning
CUST_0572,TRANS_01495,2024-08-28 06:54:59.330748,Mortgage,4303.09,Follow-Up,Online,0.73,Loyal
CUST_0102,TRANS_01496,2024-06-16 06:54:59.330751,Personal Loan,3328.5,Application,Mobile App,0.27,New Customer
CUST_0355,TRANS_01497,2024-11-01 06:54:59.330753,Mortgage,2742.16,Follow-Up,Customer Support,0.92,Loyal
CUST_0821,TRANS_01498,2024-01-20 06:54:59.330756,Credit Card,1847.96,Inquiry,Customer Support,0.99,Returning
CUST_0572,TRANS_01499,2024-03-07 06:54:59.330759,Mortgage,4162.7,Application,Customer Support,0.03,New Customer
CUST_0215,TRANS_01500,2024-06-03 06:54:59.330762,Mortgage,1932.62,Approval,Customer Support,0.63,New Customer
CUST_0706,TRANS_01501,2023-12-18 06:54:59.330764,Mortgage,861.83,Inquiry,Online,0.07,New Customer
CUST_0855,TRANS_01502,2024-01-31 06:54:59.330767,Mortgage,3820.03,Application,Online,0.16,Returning
CUST_0194,TRANS_01503,2024-09-19 06:54:59.330770,Credit Card,705.95,Approval,Customer Support,0.33,New Customer
CUST_0672,TRANS_01504,2024-09-14 06:54:59.330773,Credit Card,4222.85,Inquiry,Customer Support,0.72,Returning
CUST_0770,TRANS_01505,2023-12-04 06:54:59.330776,Mortgage,2294.59,Inquiry,Mobile App,0.25,New Customer
CUST_0764,TRANS_01506,2024-06-05 06:54:59.330779,Mortgage,1697.76,Follow-Up,Mobile App,0.06,Returning
CUST_0890,TRANS_01507,2024-09-20 06:54:59.330781,Personal Loan,1755.23,Inquiry,Online,0.13,Returning
CUST_0533,TRANS_01508,2024-07-31 06:54:59.330784,Credit Card,3662.54,Follow-Up,Mobile App,0.49,Loyal
CUST_0423,TRANS_01509,2024-06-27 06:54:59.330787,Mortgage,2581.97,Follow-Up,Online,0.83,Loyal
CUST_0842,TRANS_01510,2024-07-05 06:54:59.330790,Credit Card,1782.72,Approval,Customer Support,0.13,Loyal
CUST_0663,TRANS_01511,2024-05-25 06:54:59.330792,Credit Card,2481.11,Inquiry,Online,0.93,Loyal
CUST_0166,TRANS_01512,2024-01-11 06:54:59.330795,Credit Card,2080.77,Approval,Customer Support,0.25,Loyal
CUST_0448,TRANS_01513,2023-12-18 06:54:59.330798,Mortgage,1740.09,Follow-Up,Customer Support,0.79,New Customer
CUST_0772,TRANS_01514,2024-06-10 06:54:59.330800,Mortgage,1723.5,Follow-Up,Online,0.8,Returning
CUST_0649,TRANS_01515,2023-12-05 06:54:59.330803,Mortgage,4909.49,Follow-Up,Online,0.11,Returning
CUST_0020,TRANS_01516,2024-07-25 06:54:59.330806,Credit Card,1736.81,Inquiry,Mobile App,0.53,Loyal
CUST_0282,TRANS_01517,2024-01-21 06:54:59.330808,Personal Loan,1114.76,Inquiry,Mobile App,0.43,New Customer
CUST_0258,TRANS_01518,2023-11-17 06:54:59.330811,Mortgage,1406.46,Application,Customer Support,0.02,New Customer
CUST_0865,TRANS_01519,2024-09-15 06:54:59.330814,Personal Loan,770.73,Inquiry,Online,0.85,New Customer
CUST_0088,TRANS_01520,2024-02-09 06:54:59.330817,Mortgage,1138.04,Approval,Online,0.69,Loyal
CUST_0003,TRANS_01521,2023-12-13 06:54:59.330820,Mortgage,2905.09,Inquiry,Customer Support,0.4,New Customer
CUST_0463,TRANS_01522,2024-02-01 06:54:59.330822,Credit Card,1300.12,Approval,Customer Support,0.73,Returning
CUST_0303,TRANS_01523,2024-03-21 06:54:59.330825,Personal Loan,2660.15,Inquiry,Customer Support,0.97,Returning
CUST_0283,TRANS_01524,2024-03-11 06:54:59.330828,Mortgage,1336.22,Approval,Online,0.76,Returning
CUST_0797,TRANS_01525,2024-05-05 06:54:59.330831,Mortgage,3973.75,Application,Customer Support,0.35,New Customer
CUST_0904,TRANS_01526,2024-09-01 06:54:59.330834,Credit Card,2830.09,Inquiry,Mobile App,0.86,Returning
CUST_0376,TRANS_01527,2024-04-08 06:54:59.330837,Credit Card,1480.78,Inquiry,Mobile App,0.37,Loyal
CUST_0042,TRANS_01528,2024-09-12 06:54:59.330840,Mortgage,2456.5,Follow-Up,Customer Support,0.73,Returning
CUST_0429,TRANS_01529,2024-04-22 06:54:59.330843,Mortgage,1220.17,Inquiry,Online,0.59,Loyal
CUST_0781,TRANS_01530,2024-04-10 06:54:59.330846,Personal Loan,2812.49,Approval,Online,0.69,New Customer
CUST_0969,TRANS_01531,2023-11-29 06:54:59.330848,Mortgage,697.24,Application,Online,0.05,New Customer
CUST_0899,TRANS_01532,2024-09-14 06:54:59.330851,Mortgage,238.72,Application,Mobile App,0.54,Returning
CUST_0034,TRANS_01533,2024-10-06 06:54:59.330854,Personal Loan,2162.69,Approval,Online,0.43,Returning
CUST_0635,TRANS_01534,2024-07-06 06:54:59.330856,Credit Card,3222.31,Application,Online,0.8,Loyal
CUST_0044,TRANS_01535,2024-03-27 06:54:59.330859,Mortgage,273.77,Approval,Customer Support,0.74,New Customer
CUST_0202,TRANS_01536,2024-05-24 06:54:59.330862,Mortgage,3007.71,Application,Online,0.89,New Customer
